frame,time,act,segment,payload,mask,iterations,cv_block_errors,zx_block_errors,cv_min_margin,zx_min_margin,weak,risky_codewords,lifted,grown
1191,39.7,city,24,6/8 - INSIDE,0,0,1,0,-0.06934189796447754,-11.0,13,4,18,0
1192,39.733,city,24,6/8 - INSIDE,0,0,1,0,-0.06924271583557129,-11.0,14,4,18,0
1193,39.767,city,24,6/8 - INSIDE,0,0,1,0,-0.06918567419052124,-11.0,13,4,21,1
1194,39.8,city,24,6/8 - INSIDE,0,0,1,0,-0.06904846429824829,-11.0,12,4,21,1
1195,39.833,city,24,6/8 - INSIDE,0,0,1,0,-0.06900501251220703,-11.0,13,4,21,1
1196,39.867,city,24,6/8 - INSIDE,0,0,1,0,-0.06896835565567017,-11.0,12,4,21,1
1197,39.9,city,24,6/8 - INSIDE,0,0,1,0,-0.06885969638824463,-11.0,13,4,21,1
1198,39.933,city,24,6/8 - INSIDE,0,0,1,0,-0.06889361143112183,-11.0,15,4,21,1
1199,39.967,city,24,6/8 - INSIDE,0,0,1,0,-0.06880128383636475,-11.0,17,4,21,1
1200,40.0,city,25,7/8 - THIS,5,0,2,1,-0.30331283807754517,-22.0,15,4,14,0
1201,40.033,city,25,7/8 - THIS,5,0,2,1,-0.30320417881011963,-22.0,15,4,15,0
1202,40.067,city,25,7/8 - THIS,5,0,2,1,-0.3032069206237793,-22.0,14,4,15,0
1203,40.1,city,25,7/8 - THIS,5,0,2,1,-0.30317431688308716,-22.0,14,4,15,0
1204,40.133,city,25,7/8 - THIS,5,0,2,1,-0.3030533790588379,-22.0,14,4,15,0
1205,40.167,city,25,7/8 - THIS,5,0,2,1,-0.30310094356536865,-22.0,13,3,15,0
1206,40.2,city,25,7/8 - THIS,5,0,2,1,-0.3030737638473511,-22.0,14,4,15,0
1207,40.233,city,25,7/8 - THIS,5,0,2,1,-0.30304116010665894,-22.0,14,4,15,0
1208,40.267,city,25,7/8 - THIS,5,0,2,1,-0.3031485080718994,-22.0,14,4,16,0
1209,40.3,city,25,7/8 - THIS,5,0,2,1,-0.30313897132873535,-22.0,14,4,16,0
1210,40.333,city,25,7/8 - THIS,5,0,2,1,-0.30307918787002563,-22.0,14,4,16,0
1211,40.367,city,25,7/8 - THIS,5,0,2,1,-0.3031131625175476,-22.0,13,4,16,0
1212,40.4,city,25,7/8 - THIS,5,0,2,1,-0.30325716733932495,-22.0,12,3,16,0
1213,40.433,city,25,7/8 - THIS,5,0,2,1,-0.303189218044281,-22.0,13,4,16,0
1214,40.467,city,25,7/8 - THIS,5,0,2,1,-0.30317699909210205,-22.0,14,4,16,0
1215,40.5,city,25,7/8 - THIS,5,0,2,1,-0.30322182178497314,-22.0,14,4,16,0
1216,40.533,city,25,7/8 - THIS,5,0,2,1,-0.3032653331756592,-25.0,15,3,16,0
1217,40.567,city,25,7/8 - THIS,5,0,2,1,-0.303280234336853,-22.0,13,3,16,0
1218,40.6,city,25,7/8 - THIS,5,0,2,1,-0.30321913957595825,-22.0,13,3,16,0
1219,40.633,city,25,7/8 - THIS,5,0,2,1,-0.3031553030014038,-22.0,13,3,16,0
1220,40.667,city,25,7/8 - THIS,5,0,2,1,-0.303210973739624,-22.0,14,4,16,0
1221,40.7,city,25,7/8 - THIS,5,0,2,1,-0.30322182178497314,-22.0,13,3,16,0
1222,40.733,city,25,7/8 - THIS,5,0,2,1,-0.3032625913619995,-22.0,13,3,15,0
1223,40.767,city,25,7/8 - THIS,5,0,2,1,-0.30330604314804077,-22.0,14,4,14,0
1224,40.8,city,25,7/8 - THIS,5,0,2,1,-0.30323952436447144,-22.0,14,4,14,0
1225,40.833,city,25,7/8 - THIS,5,0,2,1,-0.30266082286834717,-22.0,15,4,14,0
1226,40.867,city,25,7/8 - THIS,5,0,2,1,-0.38631880283355713,-22.0,16,4,14,0
1227,40.9,city,25,7/8 - THIS,5,0,2,1,-0.47765305638313293,-22.0,18,4,10,0
1228,40.933,city,25,7/8 - THIS,5,0,2,1,-0.4776666462421417,-22.0,18,4,10,0
1229,40.967,city,25,7/8 - THIS,5,0,2,1,-0.4822186827659607,-22.0,18,4,10,0
1230,41.0,city,25,7/8 - THIS,5,0,2,1,-0.4851663410663605,-22.0,19,4,10,0
1231,41.033,city,25,7/8 - THIS,5,0,2,1,-0.48542311787605286,-22.0,18,4,11,0
1232,41.067,city,25,7/8 - THIS,5,0,2,1,-0.4870681166648865,-22.0,18,4,11,0
1233,41.1,city,25,7/8 - THIS,5,0,2,1,-0.48717814683914185,-22.0,18,4,11,0
1234,41.133,city,25,7/8 - THIS,5,0,2,1,-0.4886791706085205,-22.0,18,4,11,0
1235,41.167,city,25,7/8 - THIS,5,0,2,1,-0.4885881543159485,-22.0,20,4,11,0
1236,41.2,city,25,7/8 - THIS,5,0,2,1,-0.48718899488449097,-22.0,20,4,11,0
1237,41.233,city,25,7/8 - THIS,5,0,2,1,-0.48580482602119446,-22.0,21,4,11,0
1238,41.267,city,25,7/8 - THIS,5,0,2,1,-0.4861009418964386,-46.0,23,4,14,0
1239,41.3,city,25,7/8 - THIS,5,1,2,1,-0.4930354952812195,-56.0,22,4,17,0
1240,41.333,city,25,7/8 - THIS,5,1,2,1,-0.48727867007255554,-51.0,22,4,17,0
1241,41.367,city,25,7/8 - THIS,5,0,2,1,-0.48240333795547485,-14.0,22,4,14,0
1242,41.4,city,25,7/8 - THIS,5,0,2,1,-0.47073885798454285,-14.0,22,4,14,0
1243,41.433,city,25,7/8 - THIS,5,0,2,1,-0.4708380401134491,-14.0,19,4,14,0
1244,41.467,city,25,7/8 - THIS,5,0,2,1,-0.46793651580810547,-14.0,18,4,14,0
1245,41.5,city,26,8/8 - FILM,7,0,1,1,-0.16641533374786377,-12.0,12,3,9,0
1246,41.533,city,26,8/8 - FILM,7,0,1,0,-0.1680305004119873,-12.0,13,3,9,0
1247,41.567,city,26,8/8 - FILM,7,0,1,0,-0.16520774364471436,-12.0,13,4,9,0
1248,41.6,city,26,8/8 - FILM,7,0,1,1,-0.16378825902938843,-12.0,12,3,9,0
1249,41.633,city,26,8/8 - FILM,7,0,1,1,-0.16079843044281006,-12.0,13,4,9,0
1250,41.667,city,26,8/8 - FILM,7,0,1,0,-0.16519010066986084,-12.0,14,4,9,0
1251,41.7,city,26,8/8 - FILM,7,0,1,1,-0.16650909185409546,-12.0,16,4,9,0
1252,41.733,city,26,8/8 - FILM,7,0,1,1,-0.26372793316841125,-12.0,17,4,9,0
1253,41.767,city,26,8/8 - FILM,7,0,1,1,-0.39451807737350464,-12.0,18,4,9,0
1254,41.8,city,26,8/8 - FILM,7,0,1,1,-0.43677496910095215,-12.0,19,4,9,0
1255,41.833,city,26,8/8 - FILM,7,0,1,1,-0.49698299169540405,-12.0,20,4,3,0
1256,41.867,city,26,8/8 - FILM,7,0,1,1,-0.49701428413391113,-12.0,20,4,3,0
1257,41.9,city,26,8/8 - FILM,7,0,1,1,-0.4971066117286682,-12.0,20,4,3,0
1258,41.933,city,26,8/8 - FILM,7,0,1,1,-0.4970645308494568,-12.0,20,4,3,0
1259,41.967,city,26,8/8 - FILM,7,0,1,1,-0.4971311092376709,-12.0,20,4,3,0
1260,42.0,city,26,8/8 - FILM,7,0,1,1,-0.49710118770599365,-12.0,20,4,3,0
1261,42.033,city,26,8/8 - FILM,7,0,1,1,-0.4971093535423279,-12.0,20,4,3,0
1262,42.067,city,26,8/8 - FILM,7,0,1,1,-0.4971867799758911,-12.0,20,4,3,0
1263,42.1,city,26,8/8 - FILM,7,0,1,1,-0.49719494581222534,-12.0,20,4,3,0
1264,42.133,city,26,8/8 - FILM,7,0,1,1,-0.49719899892807007,-12.0,20,4,3,0
1265,42.167,city,26,8/8 - FILM,7,0,1,1,-0.4972221255302429,-12.0,20,4,3,0
1266,42.2,city,26,8/8 - FILM,7,0,1,1,-0.4972248077392578,-12.0,20,4,3,0
1267,42.233,city,26,8/8 - FILM,7,0,1,1,-0.4972221255302429,-12.0,20,4,3,0
1268,42.267,city,26,8/8 - FILM,7,0,1,1,-0.49720174074172974,-12.0,20,4,3,0
1269,42.3,city,26,8/8 - FILM,7,0,1,1,-0.49717724323272705,-12.0,20,4,3,0
1270,42.333,city,26,8/8 - FILM,7,0,1,1,-0.4971786141395569,-12.0,21,4,3,0
1271,42.367,city,26,8/8 - FILM,7,0,1,1,-0.49725061655044556,-12.0,21,4,3,0
1272,42.4,city,26,8/8 - FILM,7,0,1,1,-0.4972153306007385,-12.0,21,4,3,0
1273,42.433,city,26,8/8 - FILM,7,0,1,1,-0.4972139596939087,-12.0,22,4,3,0
1274,42.467,city,26,8/8 - FILM,7,0,1,1,-0.49716097116470337,-12.0,22,4,3,0
1275,42.5,city,26,8/8 - FILM,7,0,1,1,-0.4971650242805481,-12.0,22,4,3,0
1276,42.533,city,26,8/8 - FILM,7,0,1,1,-0.49720853567123413,-12.0,22,4,3,0
1277,42.567,city,26,8/8 - FILM,7,0,1,1,-0.4972180128097534,-12.0,21,4,3,0
1278,42.6,city,26,8/8 - FILM,7,0,1,1,-0.4972248077392578,-12.0,21,4,3,0
1279,42.633,city,26,8/8 - FILM,7,0,1,1,-0.49727100133895874,-12.0,21,4,3,0
1280,42.667,city,26,8/8 - FILM,7,0,1,1,-0.4972900152206421,-12.0,21,4,3,0
1281,42.7,city,26,8/8 - FILM,7,0,1,1,-0.49727779626846313,-12.0,21,4,3,0
1282,42.733,city,26,8/8 - FILM,7,0,1,1,-0.4972900152206421,-12.0,20,4,3,0
1283,42.767,city,26,8/8 - FILM,7,0,1,1,-0.4972968101501465,-12.0,20,4,3,0
1284,42.8,city,26,8/8 - FILM,7,0,1,1,-0.49725741147994995,-12.0,20,4,3,0
1285,42.833,city,26,8/8 - FILM,7,0,1,1,-0.4970659017562866,-12.0,20,4,3,0
1286,42.867,city,26,8/8 - FILM,7,0,1,1,-0.49682003259658813,-12.0,19,4,3,0
1287,42.9,city,26,8/8 - FILM,7,0,1,1,-0.49666106700897217,-12.0,22,4,3,0
1288,42.933,city,26,8/8 - FILM,7,0,1,1,-0.4965578317642212,-12.0,22,4,1,0
1289,42.967,city,26,8/8 - FILM,7,0,1,1,-0.49659180641174316,-12.0,22,4,1,0
1290,43.0,city,27,1/8 - YOU,0,0,1,1,-0.08166384696960449,-9.0,17,4,7,0
1291,43.033,city,27,1/8 - YOU,0,0,1,1,-0.08166384696960449,-9.0,17,4,7,0
1292,43.067,city,27,1/8 - YOU,0,0,1,1,-0.08162856101989746,-8.0,17,4,7,0
1293,43.1,city,27,1/8 - YOU,0,0,1,1,-0.08162444829940796,-8.0,17,4,7,0
1294,43.133,city,27,1/8 - YOU,0,0,1,1,-0.0815851092338562,-5.0,17,4,7,0
1295,43.167,city,27,1/8 - YOU,0,0,1,1,-0.0815877914428711,-5.0,17,4,7,0
1296,43.2,city,27,1/8 - YOU,0,0,1,1,-0.0815809965133667,-5.0,17,4,7,0
1297,43.233,city,27,1/8 - YOU,0,0,1,1,-0.08157962560653687,-5.0,17,4,7,0
1298,43.267,city,27,1/8 - YOU,0,0,1,1,-0.0815742015838623,-5.0,17,4,7,0
1299,43.3,city,27,1/8 - YOU,0,0,1,1,-0.08152669668197632,-5.0,17,4,7,0
1300,43.333,city,27,1/8 - YOU,0,0,1,1,-0.08152937889099121,-5.0,17,4,7,0
1301,43.367,city,27,1/8 - YOU,0,0,1,1,-0.08151715993881226,-5.0,17,4,7,0
1302,43.4,city,27,1/8 - YOU,0,0,1,1,-0.08151990175247192,-5.0,17,4,7,0
1303,43.433,city,27,1/8 - YOU,0,0,1,1,-0.08151990175247192,-5.0,17,4,7,0
1304,43.467,city,27,1/8 - YOU,0,0,1,1,-0.08151853084564209,-5.0,17,4,7,0
1305,43.5,city,27,1/8 - YOU,0,0,1,1,-0.08152121305465698,-5.0,17,4,7,0
1306,43.533,city,27,1/8 - YOU,0,0,1,1,-0.08152532577514648,-5.0,17,4,7,0
1307,43.567,city,27,1/8 - YOU,0,0,1,1,-0.0814695954322815,-5.0,18,4,7,0
1308,43.6,city,27,1/8 - YOU,0,1,1,1,-0.08147776126861572,-5.0,16,4,7,0
1309,43.633,city,27,1/8 - YOU,0,1,1,1,-0.08147233724594116,-5.0,16,4,7,0
1310,43.667,city,27,1/8 - YOU,0,1,1,1,-0.081473708152771,-5.0,17,4,7,0
1311,43.7,city,27,1/8 - YOU,0,0,1,1,-0.08126175403594971,-5.0,19,4,4,0
1312,43.733,city,27,1/8 - YOU,0,0,1,1,-0.08126175403594971,-5.0,19,4,4,0
1313,43.767,city,27,1/8 - YOU,0,0,1,1,-0.08126175403594971,-5.0,19,4,4,0
1314,43.8,city,27,1/8 - YOU,0,1,1,1,-0.08152800798416138,-5.0,16,4,7,0
1315,43.833,city,27,1/8 - YOU,0,1,1,1,-0.08153891563415527,-5.0,16,4,7,0
1316,43.867,city,27,1/8 - YOU,0,1,1,1,-0.08137315511703491,-5.0,18,4,6,0
1317,43.9,city,27,1/8 - YOU,0,0,1,1,-0.08132833242416382,-5.0,18,4,5,0
1318,43.933,city,27,1/8 - YOU,0,0,1,1,-0.08138811588287354,-5.0,19,4,5,0
1319,43.967,city,27,1/8 - YOU,0,0,1,1,-0.08139896392822266,-5.0,17,4,5,0
1320,44.0,eye,27,1/8 - YOU,0,0,1,1,-0.08213794231414795,-5.0,17,4,5,0
1321,44.033,eye,27,1/8 - YOU,0,0,1,1,-0.08212167024612427,-5.0,17,4,5,0
1322,44.067,eye,27,1/8 - YOU,0,0,1,1,-0.08354657888412476,-5.0,17,4,5,0
1323,44.1,eye,27,1/8 - YOU,0,0,1,1,-0.0689697265625,-10.0,16,4,5,0
1324,44.133,eye,27,1/8 - YOU,0,0,1,1,-0.05940115451812744,-12.0,15,4,5,0
1325,44.167,eye,27,1/8 - YOU,0,0,1,0,-0.03976559638977051,-29.0,11,4,5,0
1326,44.2,eye,27,1/8 - YOU,0,0,1,0,-0.02038675546646118,-27.0,10,4,5,0
1327,44.233,eye,27,1/8 - YOU,0,0,1,0,-0.015559017658233643,-27.0,4,2,5,0
1328,44.267,eye,27,1/8 - YOU,0,0,1,0,-0.0008829236030578613,-18.0,4,2,5,0
1329,44.3,eye,27,1/8 - YOU,0,0,0,0,0.0059334635734558105,-16.0,6,2,4,0
1330,44.333,eye,27,1/8 - YOU,0,0,0,0,0.05461150407791138,10.0,3,1,3,0
1331,44.367,eye,27,1/8 - YOU,0,0,0,0,0.05605679750442505,18.0,0,0,3,0
1332,44.4,eye,27,1/8 - YOU,0,0,1,0,-0.01879197359085083,20.0,1,1,3,0
1333,44.433,eye,27,1/8 - YOU,0,0,1,0,-0.12367218732833862,22.0,1,1,0,0
1334,44.467,eye,27,1/8 - YOU,0,0,1,0,-0.11671310663223267,13.0,2,1,0,0
1335,44.5,eye,28,The eye is watching you scan.,5,0,1,0,-0.17540520429611206,-2.0,9,3,0,0
1336,44.533,eye,28,The eye is watching you scan.,5,0,1,0,-0.15181124210357666,3.0,7,3,0,0
1337,44.567,eye,28,The eye is watching you scan.,5,0,1,0,-0.1508074402809143,-23.0,7,2,0,0
1338,44.6,eye,28,The eye is watching you scan.,5,0,1,0,-0.1326335072517395,-19.0,7,1,0,0
1339,44.633,eye,28,The eye is watching you scan.,5,0,1,0,-0.11281996965408325,-17.0,7,1,0,0
1340,44.667,eye,28,The eye is watching you scan.,5,0,1,0,-0.08722102642059326,9.0,5,1,0,0
1341,44.7,eye,28,The eye is watching you scan.,5,0,1,1,-0.06347900629043579,22.0,4,2,0,0
1342,44.733,eye,28,The eye is watching you scan.,5,0,1,1,-0.09733158349990845,23.0,3,2,0,0
1343,44.767,eye,28,The eye is watching you scan.,5,0,1,0,-0.12779349088668823,-11.0,9,2,0,0
1344,44.8,eye,28,The eye is watching you scan.,5,0,1,0,-0.24851661920547485,-10.0,6,2,0,0
1345,44.833,eye,28,The eye is watching you scan.,5,0,1,0,-0.2693190574645996,15.0,4,1,0,0
1346,44.867,eye,28,The eye is watching you scan.,5,0,1,0,-0.028076589107513428,29.0,2,2,0,0
1347,44.9,eye,28,The eye is watching you scan.,5,0,1,0,-0.09094035625457764,32.0,2,1,0,0
1348,44.933,eye,28,The eye is watching you scan.,5,0,1,0,-0.10356247425079346,-9.0,4,2,0,0
1349,44.967,eye,28,The eye is watching you scan.,5,0,1,0,-0.09011036157608032,-1.0,2,1,0,0
1350,45.0,eye,28,The eye is watching you scan.,5,0,1,1,-0.07506072521209717,2.0,4,1,3,0
1351,45.033,eye,28,The eye is watching you scan.,5,0,1,0,-0.09049880504608154,9.0,5,2,3,0
1352,45.067,eye,28,The eye is watching you scan.,5,0,1,0,-0.08705669641494751,-15.0,5,2,5,0
1353,45.1,eye,28,The eye is watching you scan.,5,0,1,1,-0.0861479640007019,12.0,5,2,7,0
1354,45.133,eye,28,The eye is watching you scan.,5,0,1,1,-0.08580970764160156,6.0,7,2,8,0
1355,45.167,eye,28,The eye is watching you scan.,5,0,1,1,-0.1711140275001526,15.0,7,3,9,0
1356,45.2,eye,28,The eye is watching you scan.,5,0,1,1,-0.2039056420326233,-10.0,6,2,12,0
1357,45.233,eye,28,The eye is watching you scan.,5,0,1,1,-0.21167433261871338,-9.0,7,2,13,0
1358,45.267,eye,28,The eye is watching you scan.,5,0,1,1,-0.21569108963012695,-8.0,8,2,16,0
1359,45.3,eye,28,The eye is watching you scan.,5,0,1,0,-0.45633721351623535,-3.0,8,2,16,0
1360,45.333,eye,28,The eye is watching you scan.,5,0,2,1,-0.47220730781555176,3.0,7,3,16,0
1361,45.367,eye,28,The eye is watching you scan.,5,0,1,1,-0.3897012174129486,19.0,6,2,16,0
1362,45.4,eye,28,The eye is watching you scan.,5,0,1,1,-0.2778755724430084,20.0,6,2,16,0
1363,45.433,eye,28,The eye is watching you scan.,5,0,1,1,-0.2099858522415161,11.0,6,2,16,0
1364,45.467,eye,28,The eye is watching you scan.,5,0,1,0,-0.20999807119369507,0.0,8,2,16,0
1365,45.5,eye,28,The eye is watching you scan.,5,0,1,0,-0.21003609895706177,-1.0,9,2,17,0
1366,45.533,eye,28,The eye is watching you scan.,5,0,1,0,-0.20979160070419312,-4.0,10,3,16,0
1367,45.567,eye,28,The eye is watching you scan.,5,0,1,0,-0.20937591791152954,-8.0,12,3,16,0
1368,45.6,eye,28,The eye is watching you scan.,5,0,1,0,-0.20917487144470215,-12.0,10,3,17,0
1369,45.633,eye,28,The eye is watching you scan.,5,0,1,0,-0.20816421508789062,-16.0,12,4,15,0
1370,45.667,eye,28,The eye is watching you scan.,5,0,1,1,-0.15742415189743042,-7.0,14,5,15,0
1371,45.7,eye,28,The eye is watching you scan.,5,0,2,1,-0.11572831869125366,-8.0,14,4,12,0
1372,45.733,eye,28,The eye is watching you scan.,5,0,2,2,-0.10948371887207031,-8.0,14,4,11,0
1373,45.767,eye,28,The eye is watching you scan.,5,0,1,2,-0.14793580770492554,-12.0,14,4,11,0
1374,45.8,eye,28,The eye is watching you scan.,5,0,2,2,-0.15655750036239624,-10.0,16,4,11,0
1375,45.833,eye,28,The eye is watching you scan.,5,0,2,2,-0.17595672607421875,-9.0,14,4,11,0
1376,45.867,eye,28,The eye is watching you scan.,5,0,2,2,-0.1731787919998169,-9.0,14,4,11,0
1377,45.9,eye,28,The eye is watching you scan.,5,0,2,2,-0.17168867588043213,-7.0,16,4,11,0
1378,45.933,eye,28,The eye is watching you scan.,5,3,2,2,-0.1686200499534607,-7.0,18,5,11,0
1379,45.967,eye,28,The eye is watching you scan.,5,1,2,2,-0.17001235485076904,-7.0,18,6,10,0
1380,46.0,eye,29,2/8 - FOUND,7,0,1,1,-0.05287277698516846,-1.0,13,3,14,0
1381,46.033,eye,29,2/8 - FOUND,7,0,1,1,-0.06629770994186401,-1.0,13,3,14,0
1382,46.067,eye,29,2/8 - FOUND,7,0,1,1,-0.05445253849029541,2.0,15,4,14,0
1383,46.1,eye,29,2/8 - FOUND,7,0,1,1,-0.05743968486785889,2.0,17,4,14,0
1384,46.133,eye,29,2/8 - FOUND,7,0,1,1,-0.059012651443481445,-1.0,15,4,14,0
1385,46.167,eye,29,2/8 - FOUND,7,0,1,1,-0.05756872892379761,0.0,16,4,14,0
1386,46.2,eye,29,2/8 - FOUND,7,0,1,1,-0.062001168727874756,0.0,16,4,14,0
1387,46.233,eye,29,2/8 - FOUND,7,0,1,1,-0.06497055292129517,0.0,16,4,16,0
1388,46.267,eye,29,2/8 - FOUND,7,0,1,1,-0.06499773263931274,0.0,17,4,16,0
1389,46.3,eye,29,2/8 - FOUND,7,0,1,1,-0.06499910354614258,0.0,16,4,16,0
1390,46.333,eye,29,2/8 - FOUND,7,0,1,1,-0.0015825629234313965,0.0,15,4,18,0
1391,46.367,eye,29,2/8 - FOUND,7,0,0,1,0.0024532079696655273,2.0,11,4,22,0
1392,46.4,eye,29,2/8 - FOUND,7,0,0,0,0.002169311046600342,1.0,9,3,25,0
1393,46.433,eye,29,2/8 - FOUND,7,0,0,0,0.001860976219177246,3.0,9,3,25,0
1394,46.467,eye,29,2/8 - FOUND,7,0,1,0,-0.016171693801879883,3.0,10,4,26,0
1395,46.5,eye,29,2/8 - FOUND,7,0,0,0,0.001210331916809082,2.0,8,2,27,0
1396,46.533,eye,29,2/8 - FOUND,7,0,0,1,0.001196742057800293,-4.0,15,4,27,0
1397,46.567,eye,29,2/8 - FOUND,7,0,0,0,0.0011885762214660645,0.0,10,3,28,0
1398,46.6,eye,29,2/8 - FOUND,7,0,0,1,0.0013380050659179688,-1.0,10,4,28,0
1399,46.633,eye,29,2/8 - FOUND,7,0,0,0,0.0014235973358154297,-27.0,9,4,28,0
1400,46.667,eye,29,2/8 - FOUND,7,0,0,0,0.0014955401420593262,3.0,8,3,29,0
1401,46.7,eye,29,2/8 - FOUND,7,0,0,0,0.0016232728958129883,-4.0,9,3,29,0
1402,46.733,eye,29,2/8 - FOUND,7,0,0,0,0.0012999773025512695,-11.0,8,3,27,0
1403,46.767,eye,29,2/8 - FOUND,7,0,0,0,0.00110703706741333,-9.0,7,3,27,0
1404,46.8,eye,29,2/8 - FOUND,7,0,0,1,0.001179039478302002,-9.0,10,3,25,0
1405,46.833,eye,29,2/8 - FOUND,7,0,0,1,0.0011342167854309082,-8.0,9,3,22,0
1406,46.867,eye,29,2/8 - FOUND,7,0,1,1,-0.02538156509399414,-8.0,10,3,22,0
1407,46.9,eye,29,2/8 - FOUND,7,0,1,1,-0.20564031600952148,-8.0,10,3,22,0
1408,46.933,eye,29,2/8 - FOUND,7,0,1,1,-0.3355393409729004,-8.0,10,3,20,0
1409,46.967,eye,29,2/8 - FOUND,7,0,1,1,-0.3353872299194336,-8.0,10,3,20,0
1410,47.0,eye,29,2/8 - FOUND,7,0,1,1,-0.33522284030914307,-8.0,12,4,19,0
1411,47.033,eye,29,2/8 - FOUND,7,0,1,1,-0.3350611925125122,-8.0,15,4,17,0
1412,47.067,eye,29,2/8 - FOUND,7,0,1,1,-0.3348913788795471,-12.0,15,4,17,0
1413,47.1,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1414,47.133,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1415,47.167,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1416,47.2,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1417,47.233,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1418,47.267,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1419,47.3,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1420,47.333,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1421,47.367,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1422,47.4,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1423,47.433,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1424,47.467,eye,29,2/8 - FOUND,7,0,1,1,-0.3347243070602417,-8.0,16,4,15,0
1425,47.5,eye,30,3/8 - THE,2,1,0,0,0.020794272422790527,-12.0,16,4,29,0
1426,47.533,eye,30,3/8 - THE,2,1,0,0,0.013218522071838379,-12.0,16,4,29,0
1427,47.567,eye,30,3/8 - THE,2,0,1,0,-0.007366538047790527,-6.0,15,4,34,0
1428,47.6,eye,30,3/8 - THE,2,0,1,0,-0.022514045238494873,-31.0,16,4,36,0
1429,47.633,eye,30,3/8 - THE,2,0,1,0,-0.005038261413574219,-6.0,14,4,39,0
1430,47.667,eye,30,3/8 - THE,2,0,1,0,-0.015468060970306396,3.0,11,4,40,0
1431,47.7,eye,30,3/8 - THE,2,0,1,0,-0.017087221145629883,4.0,15,3,43,0
1432,47.733,eye,30,3/8 - THE,2,0,1,0,-0.02728062868118286,-18.0,17,4,49,0
1433,47.767,eye,30,3/8 - THE,2,0,1,0,-0.028750360012054443,-4.0,13,4,50,0
1434,47.8,eye,30,3/8 - THE,2,0,0,0,0.01698124408721924,-12.0,14,4,51,0
1435,47.833,eye,30,3/8 - THE,2,0,0,0,0.028913378715515137,-6.0,11,3,53,0
1436,47.867,eye,30,3/8 - THE,2,0,0,0,0.029042422771453857,-9.0,14,3,55,0
1437,47.9,eye,30,3/8 - THE,2,0,0,1,0.029274702072143555,-11.0,11,2,54,0
1438,47.933,eye,30,3/8 - THE,2,0,0,1,0.026548385620117188,-24.0,13,4,54,0
1439,47.967,eye,30,3/8 - THE,2,1,0,0,0.005561232566833496,-32.0,13,4,55,0
1440,48.0,eye,30,3/8 - THE,2,0,1,0,-0.02986830472946167,-7.0,11,4,51,0
1441,48.033,eye,30,3/8 - THE,2,0,0,0,0.016160786151885986,-13.0,13,4,51,0
1442,48.067,eye,30,3/8 - THE,2,2,1,0,-0.10011494159698486,-5.0,11,4,49,0
1443,48.1,eye,30,3/8 - THE,2,0,0,1,0.01532810926437378,-22.0,12,4,47,0
1444,48.133,eye,30,3/8 - THE,2,0,0,1,0.015602529048919678,-26.0,13,4,42,0
1445,48.167,eye,30,3/8 - THE,2,0,0,1,0.021639227867126465,-24.0,14,4,40,0
1446,48.2,eye,30,3/8 - THE,2,0,0,1,0.030471444129943848,-24.0,13,3,36,0
1447,48.233,eye,30,3/8 - THE,2,0,1,1,-0.028609097003936768,-24.0,14,3,23,0
1448,48.267,eye,30,3/8 - THE,2,0,1,1,-0.028645753860473633,-24.0,14,3,21,0
1449,48.3,eye,30,3/8 - THE,2,0,1,1,-0.02866208553314209,-24.0,16,4,20,0
1450,48.333,eye,30,3/8 - THE,2,0,1,1,-0.028515338897705078,-24.0,16,4,18,0
1451,48.367,eye,30,3/8 - THE,2,0,1,1,-0.14226722717285156,-24.0,16,4,17,0
1452,48.4,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1453,48.433,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1454,48.467,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1455,48.5,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1456,48.533,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1457,48.567,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1458,48.6,eye,30,3/8 - THE,2,0,1,1,-0.2708553969860077,-26.0,16,4,15,0
1459,48.633,eye,30,3/8 - THE,2,0,1,1,-0.14226722717285156,-24.0,16,4,17,0
