frame,time,act,segment,payload,mask,iterations,cv_block_errors,zx_block_errors,cv_min_margin,zx_min_margin,weak,risky_codewords,lifted,grown
924,30.8,sea,18,8/8 - FILM,7,0,0,1,0.05289173126220703,-7.0,6,2,32,0
925,30.833,sea,18,8/8 - FILM,7,0,0,1,0.0525059700012207,-8.0,8,2,26,0
926,30.867,sea,18,8/8 - FILM,7,0,0,1,0.05235379934310913,-9.0,7,2,26,0
927,30.9,sea,18,8/8 - FILM,7,0,0,1,0.05221664905548096,-10.0,8,2,26,0
928,30.933,sea,18,8/8 - FILM,7,0,0,1,0.05210524797439575,-9.0,11,3,26,0
929,30.967,sea,18,8/8 - FILM,7,0,0,1,0.0008965134620666504,-9.0,10,2,22,0
930,31.0,sea,19,1/8 - YOU,1,0,0,0,0.01814812421798706,-1.0,11,4,26,0
931,31.033,sea,19,1/8 - YOU,1,0,0,0,0.05292302370071411,-2.0,11,3,28,0
932,31.067,sea,19,1/8 - YOU,1,0,0,0,0.05535721778869629,-3.0,14,4,28,0
933,31.1,sea,19,1/8 - YOU,1,0,0,0,0.05402326583862305,-5.0,13,3,30,0
934,31.133,sea,19,1/8 - YOU,1,0,0,0,0.03158676624298096,-5.0,14,4,31,0
935,31.167,sea,19,1/8 - YOU,1,0,0,0,0.021146118640899658,-4.0,11,3,34,0
936,31.2,sea,19,1/8 - YOU,1,0,0,0,0.024034082889556885,-6.0,10,3,35,0
937,31.233,sea,19,1/8 - YOU,1,0,0,0,0.056069016456604004,-9.0,9,3,35,0
938,31.267,sea,19,1/8 - YOU,1,0,0,0,0.05604732036590576,-10.0,7,2,38,0
939,31.3,sea,19,1/8 - YOU,1,0,0,0,0.052950143814086914,-15.0,6,2,37,0
940,31.333,sea,19,1/8 - YOU,1,0,0,1,0.05658388137817383,-15.0,6,2,39,0
941,31.367,sea,19,1/8 - YOU,1,0,0,0,0.05670201778411865,-16.0,7,3,41,0
942,31.4,sea,19,1/8 - YOU,1,0,0,0,0.05685687065124512,-5.0,6,3,41,0
943,31.433,sea,19,1/8 - YOU,1,0,0,1,0.011258363723754883,-5.0,10,3,40,0
944,31.467,sea,19,1/8 - YOU,1,0,1,1,-0.013729274272918701,1.0,15,4,40,0
945,31.5,sea,19,1/8 - YOU,1,0,1,1,-0.09346693754196167,-5.0,16,4,39,0
946,31.533,sea,19,1/8 - YOU,1,0,1,1,-0.15085089206695557,-5.0,16,4,36,0
947,31.567,sea,19,1/8 - YOU,1,1,1,0,-0.013980567455291748,-7.0,16,4,41,0
948,31.6,sea,19,1/8 - YOU,1,0,1,1,-0.14492827653884888,-5.0,19,4,37,0
949,31.633,sea,19,1/8 - YOU,1,0,1,0,-0.09050428867340088,-5.0,18,4,37,0
950,31.667,sea,19,1/8 - YOU,1,0,0,0,0.008010447025299072,-3.0,13,3,37,0
951,31.7,sea,19,1/8 - YOU,1,0,0,0,0.009190857410430908,-1.0,8,2,36,0
952,31.733,sea,19,1/8 - YOU,1,0,0,0,0.01339644193649292,2.0,9,3,37,0
953,31.767,sea,19,1/8 - YOU,1,0,0,0,0.049012184143066406,-5.0,9,2,38,0
954,31.8,sea,19,1/8 - YOU,1,0,0,1,0.05380594730377197,-3.0,10,3,35,0
955,31.833,sea,19,1/8 - YOU,1,0,0,1,0.05716526508331299,-3.0,11,3,32,0
956,31.867,sea,19,1/8 - YOU,1,0,0,1,0.04529833793640137,-3.0,14,4,32,0
957,31.9,sea,19,1/8 - YOU,1,0,1,2,-0.029769182205200195,-4.0,14,4,32,0
958,31.933,sea,19,1/8 - YOU,1,1,1,2,-0.109508216381073,-4.0,16,4,31,0
959,31.967,sea,19,1/8 - YOU,1,0,1,2,-0.19800204038619995,-6.0,15,4,30,0
960,32.0,sea,19,1/8 - YOU,1,0,2,2,-0.27784299850463867,-3.0,17,4,30,0
961,32.033,sea,19,1/8 - YOU,1,0,2,2,-0.3236384689807892,-5.0,12,4,28,0
962,32.067,sea,19,1/8 - YOU,1,0,1,2,-0.40356358885765076,-9.0,13,4,32,0
963,32.1,sea,19,1/8 - YOU,1,0,1,2,-0.4450407922267914,-13.0,12,3,32,0
964,32.133,sea,19,1/8 - YOU,1,0,1,1,-0.4113540053367615,-5.0,10,3,35,0
965,32.167,sea,19,1/8 - YOU,1,0,1,1,-0.2666987180709839,-3.0,11,4,29,0
966,32.2,sea,19,1/8 - YOU,1,0,1,1,-0.033260226249694824,0.0,10,3,29,0
967,32.233,sea,19,1/8 - YOU,1,0,0,1,0.05713266134262085,0.0,10,3,27,0
968,32.267,sea,19,1/8 - YOU,1,0,0,1,0.05726981163024902,0.0,12,4,28,0
969,32.3,sea,19,1/8 - YOU,1,0,0,1,0.05717885494232178,1.0,11,3,27,0
970,32.333,sea,19,1/8 - YOU,1,0,0,1,0.05725353956222534,0.0,14,4,26,0
971,32.367,sea,19,1/8 - YOU,1,0,0,1,0.05705249309539795,-2.0,16,3,25,0
972,32.4,sea,19,1/8 - YOU,1,0,0,1,0.05291348695755005,-4.0,18,3,22,0
973,32.433,sea,19,1/8 - YOU,1,0,1,1,-0.19186484813690186,-7.0,19,4,22,0
974,32.467,sea,19,1/8 - YOU,1,0,1,1,-0.4690327048301697,-26.0,19,4,19,0
975,32.5,sea,20,2/8 - FOUND,7,0,2,2,-0.2903062403202057,-5.0,15,4,27,0
976,32.533,sea,20,2/8 - FOUND,7,0,1,1,-0.4401654899120331,-6.0,15,3,28,0
977,32.567,sea,20,2/8 - FOUND,7,0,1,1,-0.3846072256565094,-10.0,14,3,28,0
978,32.6,sea,20,2/8 - FOUND,7,0,2,1,-0.21032947301864624,-6.0,16,4,30,0
979,32.633,sea,20,2/8 - FOUND,7,0,2,1,-0.10109835863113403,-5.0,14,4,32,0
980,32.667,sea,20,2/8 - FOUND,7,0,1,1,-0.06860154867172241,-5.0,15,4,35,0
981,32.7,sea,20,2/8 - FOUND,7,0,2,1,-0.2542857229709625,-5.0,14,4,36,0
982,32.733,sea,20,2/8 - FOUND,7,0,2,1,-0.28968000411987305,-20.0,17,4,37,0
983,32.767,sea,20,2/8 - FOUND,7,0,2,1,-0.30939435958862305,-29.0,17,4,38,0
984,32.8,sea,20,2/8 - FOUND,7,0,2,1,-0.22224125266075134,-5.0,15,4,36,0
985,32.833,sea,20,2/8 - FOUND,7,0,1,1,-0.24777767062187195,-5.0,14,4,36,0
986,32.867,sea,20,2/8 - FOUND,7,0,1,1,-0.41777515411376953,-5.0,11,3,35,0
987,32.9,sea,20,2/8 - FOUND,7,0,1,1,-0.4825664162635803,-22.0,14,3,35,0
988,32.933,sea,20,2/8 - FOUND,7,0,2,1,-0.328227162361145,-5.0,14,4,29,0
989,32.967,sea,20,2/8 - FOUND,7,0,2,1,-0.15081697702407837,-5.0,15,4,28,0
990,33.0,sea,20,2/8 - FOUND,7,0,1,1,-0.10676836967468262,-5.0,14,3,28,0
991,33.033,sea,20,2/8 - FOUND,7,0,1,1,-0.11149013042449951,-5.0,11,2,27,0
992,33.067,sea,20,2/8 - FOUND,7,0,1,1,-0.12470728158950806,-5.0,18,3,27,0
993,33.1,sea,20,2/8 - FOUND,7,0,1,1,-0.1277133822441101,-5.0,18,4,25,0
994,33.133,sea,20,2/8 - FOUND,7,0,1,1,-0.12311798334121704,-5.0,15,4,25,0
995,33.167,sea,20,2/8 - FOUND,7,0,1,1,-0.11423951387405396,-5.0,12,4,23,0
996,33.2,sea,20,2/8 - FOUND,7,0,1,1,-0.06387704610824585,-5.0,14,4,19,0
997,33.233,sea,20,2/8 - FOUND,7,0,1,1,-0.09467864036560059,-5.0,12,3,19,0
998,33.267,sea,20,2/8 - FOUND,7,0,1,1,-0.06345051527023315,-8.0,18,4,17,0
999,33.3,sea,20,2/8 - FOUND,7,0,1,1,-0.04438275098800659,-8.0,18,4,17,0
1000,33.333,sea,20,2/8 - FOUND,7,0,1,1,-0.02535712718963623,-5.0,19,3,17,0
1001,33.367,sea,20,2/8 - FOUND,7,0,1,1,-0.00020235776901245117,-5.0,14,3,18,0
1002,33.4,sea,20,2/8 - FOUND,7,0,1,1,-0.006221473217010498,-6.0,12,3,18,0
1003,33.433,sea,20,2/8 - FOUND,7,0,1,1,-0.0061304569244384766,-5.0,13,3,16,0
1004,33.467,sea,20,2/8 - FOUND,7,0,1,1,-0.0013828873634338379,-6.0,11,3,14,0
1005,33.5,sea,20,2/8 - FOUND,7,0,1,1,-0.007202208042144775,-5.0,11,3,13,0
1006,33.533,sea,20,2/8 - FOUND,7,0,1,1,-0.01462852954864502,-5.0,12,3,13,0
1007,33.567,sea,20,2/8 - FOUND,7,0,1,1,-0.007271468639373779,-5.0,11,3,13,0
1008,33.6,sea,20,2/8 - FOUND,7,0,2,1,-0.004407942295074463,-6.0,10,3,15,0
1009,33.633,sea,20,2/8 - FOUND,7,0,2,2,-0.005899488925933838,-5.0,11,3,15,0
1010,33.667,sea,20,2/8 - FOUND,7,0,2,1,-0.005966067314147949,-10.0,12,3,15,0
1011,33.7,sea,20,2/8 - FOUND,7,0,0,1,0.010299324989318848,-9.0,13,3,15,0
1012,33.733,sea,20,2/8 - FOUND,7,0,0,1,0.014908313751220703,-8.0,13,3,13,0
1013,33.767,sea,20,2/8 - FOUND,7,0,0,1,0.015083551406860352,-6.0,14,3,12,0
1014,33.8,sea,20,2/8 - FOUND,7,0,1,1,-0.1915755271911621,-5.0,14,3,7,0
1015,33.833,sea,20,2/8 - FOUND,7,0,1,1,-0.2243385910987854,-6.0,14,3,7,0
1016,33.867,sea,20,2/8 - FOUND,7,0,1,1,-0.25107720494270325,-7.0,15,3,7,0
1017,33.9,sea,20,2/8 - FOUND,7,0,1,1,-0.24805206060409546,-6.0,16,4,7,0
1018,33.933,sea,20,2/8 - FOUND,7,0,1,1,-0.25682318210601807,-5.0,16,4,6,0
1019,33.967,sea,20,2/8 - FOUND,7,0,1,1,-0.2830008268356323,-5.0,18,4,6,0
1020,34.0,city,21,3/8 - THE,2,0,2,1,-0.29532140493392944,-25.0,17,4,13,0
1021,34.033,city,21,3/8 - THE,2,0,2,1,-0.3160994052886963,-27.0,15,4,13,0
1022,34.067,city,21,3/8 - THE,2,0,2,1,-0.3160586357116699,-23.0,13,4,13,0
1023,34.1,city,21,3/8 - THE,2,0,2,1,-0.3041958212852478,-18.0,10,3,13,0
1024,34.133,city,21,3/8 - THE,2,0,2,1,-0.29388830065727234,-6.0,9,2,13,0
1025,34.167,city,21,3/8 - THE,2,0,2,1,-0.26441389322280884,-4.0,9,2,13,0
1026,34.2,city,21,3/8 - THE,2,0,2,1,-0.24831557273864746,-12.0,9,2,15,0
1027,34.233,city,21,3/8 - THE,2,0,2,1,-0.22214347124099731,-10.0,8,2,14,0
1028,34.267,city,21,3/8 - THE,2,0,2,1,-0.18400788307189941,-7.0,8,2,14,0
1029,34.3,city,21,3/8 - THE,2,0,2,1,-0.1562613844871521,-2.0,7,2,14,0
1030,34.333,city,21,3/8 - THE,2,0,2,0,-0.11811357736587524,-38.0,7,2,13,0
1031,34.367,city,21,3/8 - THE,2,0,2,0,-0.10957205295562744,-41.0,8,2,11,0
1032,34.4,city,21,3/8 - THE,2,0,1,0,-0.10424989461898804,-40.0,8,3,8,0
1033,34.433,city,21,3/8 - THE,2,0,1,0,-0.09589982032775879,-50.0,9,3,8,0
1034,34.467,city,21,3/8 - THE,2,0,1,0,-0.09316402673721313,-49.0,10,3,7,0
1035,34.5,city,21,3/8 - THE,2,0,1,0,-0.09795504808425903,-47.0,9,3,7,0
1036,34.533,city,21,3/8 - THE,2,0,1,0,-0.09217649698257446,-20.0,5,2,7,0
1037,34.567,city,21,3/8 - THE,2,0,1,0,-0.09089279174804688,-17.0,7,2,10,0
1038,34.6,city,21,3/8 - THE,2,0,1,0,-0.08975178003311157,-15.0,8,2,10,0
1039,34.633,city,21,3/8 - THE,2,0,1,0,-0.15207481384277344,-14.0,8,2,10,0
1040,34.667,city,21,3/8 - THE,2,0,1,0,-0.22014933824539185,-15.0,8,2,10,0
1041,34.7,city,21,3/8 - THE,2,0,1,0,-0.2203693985939026,-14.0,8,2,13,0
1042,34.733,city,21,3/8 - THE,2,1,1,0,-0.221784770488739,-24.0,10,2,14,0
1043,34.767,city,21,3/8 - THE,2,0,1,0,-0.22873163223266602,-24.0,11,3,13,0
1044,34.8,city,21,3/8 - THE,2,0,1,1,-0.22696435451507568,-22.0,12,3,13,0
1045,34.833,city,21,3/8 - THE,2,0,1,1,-0.22115039825439453,-20.0,9,2,13,0
1046,34.867,city,21,3/8 - THE,2,0,1,1,-0.22855913639068604,-19.0,11,2,13,0
1047,34.9,city,21,3/8 - THE,2,0,1,1,-0.22848033905029297,-23.0,13,3,13,0
1048,34.933,city,21,3/8 - THE,2,0,1,1,-0.22530853748321533,-23.0,10,3,14,0
1049,34.967,city,21,3/8 - THE,2,0,1,0,-0.2250083088874817,-18.0,10,3,18,0
1050,35.0,city,21,3/8 - THE,2,0,1,0,-0.22177940607070923,-15.0,10,3,19,0
1051,35.033,city,21,3/8 - THE,2,0,1,0,-0.2228185534477234,-13.0,10,3,19,0
1052,35.067,city,21,3/8 - THE,2,0,1,0,-0.22228604555130005,-12.0,8,2,19,0
1053,35.1,city,21,3/8 - THE,2,0,2,0,-0.2642210125923157,-12.0,12,3,20,0
1054,35.133,city,21,3/8 - THE,2,0,2,1,-0.3745497167110443,-36.0,11,3,22,0
1055,35.167,city,21,3/8 - THE,2,0,2,0,-0.12059265375137329,-16.0,11,2,26,0
1056,35.2,city,21,3/8 - THE,2,0,1,0,-0.03694963455200195,-21.0,8,2,36,0
1057,35.233,city,21,3/8 - THE,2,0,0,0,0.05361032485961914,-15.0,4,1,39,0
1058,35.267,city,21,3/8 - THE,2,0,0,0,0.02143406867980957,-6.0,8,3,42,0
1059,35.3,city,21,3/8 - THE,2,0,0,1,0.008348703384399414,-11.0,8,3,42,0
1060,35.333,city,21,3/8 - THE,2,0,1,1,-0.06909739971160889,-20.0,13,4,42,0
1061,35.367,city,21,3/8 - THE,2,0,1,1,-0.03188967704772949,-9.0,8,3,42,0
1062,35.4,city,21,3/8 - THE,2,0,1,1,-0.03130829334259033,-11.0,8,3,42,0
1063,35.433,city,21,3/8 - THE,2,0,1,1,-0.052764058113098145,-14.0,9,3,40,0
1064,35.467,city,21,3/8 - THE,2,0,1,1,-0.08564668893814087,-18.0,10,3,39,0
1065,35.5,city,22,4/8 - MESSAGE,7,0,1,1,-0.10944026708602905,-11.0,16,3,11,0
1066,35.533,city,22,4/8 - MESSAGE,7,0,1,1,-0.11331039667129517,-11.0,13,4,13,0
1067,35.567,city,22,4/8 - MESSAGE,7,0,1,1,-0.11850351095199585,-11.0,11,3,13,0
1068,35.6,city,22,4/8 - MESSAGE,7,0,1,1,-0.10741353034973145,-11.0,13,3,13,0
1069,35.633,city,22,4/8 - MESSAGE,7,0,1,1,-0.10840386152267456,-11.0,14,3,13,0
1070,35.667,city,22,4/8 - MESSAGE,7,0,1,1,-0.11223858594894409,-11.0,14,3,13,0
1071,35.7,city,22,4/8 - MESSAGE,7,0,1,1,-0.11740177869796753,-11.0,15,3,13,0
1072,35.733,city,22,4/8 - MESSAGE,7,0,1,1,-0.12186276912689209,-11.0,13,3,14,0
1073,35.767,city,22,4/8 - MESSAGE,7,0,1,1,-0.12343448400497437,-11.0,9,2,17,0
1074,35.8,city,22,4/8 - MESSAGE,7,0,1,1,-0.13222461938858032,-11.0,8,2,17,0
1075,35.833,city,22,4/8 - MESSAGE,7,0,1,1,-0.12183833122253418,-11.0,9,3,16,0
1076,35.867,city,22,4/8 - MESSAGE,7,0,1,1,-0.1261214017868042,-11.0,9,3,15,0
1077,35.9,city,22,4/8 - MESSAGE,7,0,1,1,-0.1289549469947815,-11.0,17,3,15,0
1078,35.933,city,22,4/8 - MESSAGE,7,0,1,1,-0.13829118013381958,-11.0,21,3,12,0
1079,35.967,city,22,4/8 - MESSAGE,7,0,1,1,-0.12039840221405029,-11.0,24,4,12,0
1080,36.0,city,22,4/8 - MESSAGE,7,0,1,1,-0.12025576829910278,-11.0,19,4,12,0
1081,36.033,city,22,4/8 - MESSAGE,7,0,1,1,-0.11820191144943237,-11.0,21,4,10,0
1082,36.067,city,22,4/8 - MESSAGE,7,0,1,1,-0.11819648742675781,-11.0,18,4,10,0
1083,36.1,city,22,4/8 - MESSAGE,7,0,1,1,-0.1182100772857666,-11.0,16,4,10,0
1084,36.133,city,22,4/8 - MESSAGE,7,0,1,1,-0.11802124977111816,-11.0,16,4,10,0
1085,36.167,city,22,4/8 - MESSAGE,7,0,1,1,-0.11473256349563599,-12.0,19,4,9,0
1086,36.2,city,22,4/8 - MESSAGE,7,0,1,1,-0.1108095645904541,-12.0,18,3,3,0
1087,36.233,city,22,4/8 - MESSAGE,7,0,1,1,-0.10734021663665771,-12.0,15,3,3,0
1088,36.267,city,22,4/8 - MESSAGE,7,0,1,1,-0.1023331880569458,-12.0,13,4,1,0
1089,36.3,city,22,4/8 - MESSAGE,7,0,2,1,-0.10772055387496948,-12.0,13,4,1,0
1090,36.333,city,22,4/8 - MESSAGE,7,0,2,1,-0.10450118780136108,-12.0,13,4,1,0
1091,36.367,city,22,4/8 - MESSAGE,7,0,2,1,-0.14709359407424927,-12.0,13,4,1,0
1092,36.4,city,22,4/8 - MESSAGE,7,0,2,1,-0.20318299531936646,-12.0,12,4,0,0
1093,36.433,city,22,4/8 - MESSAGE,7,0,2,1,-0.20299142599105835,-12.0,12,4,0,0
1094,36.467,city,22,4/8 - MESSAGE,7,0,2,1,-0.2013314664363861,-12.0,13,4,0,0
1095,36.5,city,22,4/8 - MESSAGE,7,0,2,1,-0.20095112919807434,-12.0,12,4,0,0
1096,36.533,city,22,4/8 - MESSAGE,7,0,2,1,-0.1977372169494629,-12.0,13,4,0,0
1097,36.567,city,22,4/8 - MESSAGE,7,0,2,1,-0.19758909940719604,-12.0,13,4,0,0
1098,36.6,city,22,4/8 - MESSAGE,7,0,2,1,-0.19740843772888184,-12.0,13,4,0,0
1099,36.633,city,22,4/8 - MESSAGE,7,0,2,1,-0.19724410772323608,-12.0,13,4,0,0
1100,36.667,city,22,4/8 - MESSAGE,7,0,2,1,-0.19563305377960205,-12.0,13,4,0,0
1101,36.7,city,22,4/8 - MESSAGE,7,0,2,1,-0.19543200731277466,-12.0,14,4,0,0
1102,36.733,city,22,4/8 - MESSAGE,7,0,2,1,-0.19533556699752808,-12.0,14,4,0,0
1103,36.767,city,22,4/8 - MESSAGE,7,0,2,1,-0.19528120756149292,-12.0,13,3,0,0
1104,36.8,city,22,4/8 - MESSAGE,7,0,2,1,-0.19509923458099365,-12.0,13,3,0,0
1105,36.833,city,22,4/8 - MESSAGE,7,0,2,1,-0.19782140851020813,-12.0,13,3,0,0
1106,36.867,city,22,4/8 - MESSAGE,7,0,2,1,-0.19760814309120178,-12.0,13,3,0,0
1107,36.9,city,22,4/8 - MESSAGE,7,0,2,1,-0.1974288523197174,-12.0,13,3,0,0
1108,36.933,city,22,4/8 - MESSAGE,7,0,2,1,-0.19730523228645325,-12.0,13,3,0,0
1109,36.967,city,22,4/8 - MESSAGE,7,0,2,1,-0.19703218340873718,-12.0,13,3,0,0
1110,37.0,city,23,5/8 - HIDDEN,0,0,1,0,-0.45806366205215454,-11.0,17,3,0,0
1111,37.033,city,23,5/8 - HIDDEN,0,0,1,0,-0.4461125433444977,-11.0,17,3,0,0
1112,37.067,city,23,5/8 - HIDDEN,0,0,1,0,-0.444561243057251,-11.0,17,3,0,0
1113,37.1,city,23,5/8 - HIDDEN,0,0,1,0,-0.4415605664253235,-11.0,17,3,0,0
1114,37.133,city,23,5/8 - HIDDEN,0,0,1,0,-0.43415871262550354,-11.0,17,3,0,0
1115,37.167,city,23,5/8 - HIDDEN,0,0,1,0,-0.43859657645225525,-11.0,17,3,0,0
1116,37.2,city,23,5/8 - HIDDEN,0,0,1,0,-0.4340703785419464,-11.0,17,3,0,0
1117,37.233,city,23,5/8 - HIDDEN,0,0,1,0,-0.43397805094718933,-11.0,17,3,0,0
1118,37.267,city,23,5/8 - HIDDEN,0,0,1,0,-0.42655983567237854,-11.0,17,3,0,0
1119,37.3,city,23,5/8 - HIDDEN,0,0,1,0,-0.4265489876270294,-11.0,17,3,0,0
1120,37.333,city,23,5/8 - HIDDEN,0,0,1,0,-0.42656388878822327,-11.0,17,3,0,0
1121,37.367,city,23,5/8 - HIDDEN,0,0,1,0,-0.4265802204608917,-11.0,17,3,0,0
1122,37.4,city,23,5/8 - HIDDEN,0,0,1,0,-0.42657479643821716,-11.0,17,3,0,0
1123,37.433,city,23,5/8 - HIDDEN,0,0,1,0,-0.42656388878822327,-11.0,17,3,0,0
1124,37.467,city,23,5/8 - HIDDEN,0,0,1,0,-0.4265625774860382,-11.0,17,3,0,0
1125,37.5,city,23,5/8 - HIDDEN,0,0,1,0,-0.4265693724155426,-11.0,17,3,0,0
1126,37.533,city,23,5/8 - HIDDEN,0,0,1,0,-0.42661282420158386,-11.0,17,3,0,0
1127,37.567,city,23,5/8 - HIDDEN,0,0,1,0,-0.4266345798969269,-11.0,17,3,0,0
1128,37.6,city,23,5/8 - HIDDEN,0,0,1,0,-0.4266494810581207,-11.0,17,3,0,0
1129,37.633,city,23,5/8 - HIDDEN,0,0,1,0,-0.42665085196495056,-11.0,17,3,0,0
1130,37.667,city,23,5/8 - HIDDEN,0,0,1,0,-0.42667391896247864,-11.0,17,3,0,0
1131,37.7,city,23,5/8 - HIDDEN,0,0,1,0,-0.42668619751930237,-11.0,17,3,0,0
1132,37.733,city,23,5/8 - HIDDEN,0,0,1,0,-0.4267255961894989,-11.0,17,3,0,0
1133,37.767,city,23,5/8 - HIDDEN,0,0,1,0,-0.4267078936100006,-11.0,17,3,0,0
1134,37.8,city,23,5/8 - HIDDEN,0,0,1,0,-0.42674049735069275,-11.0,17,3,0,0
1135,37.833,city,23,5/8 - HIDDEN,0,0,1,0,-0.4267527163028717,-11.0,17,3,0,0
1136,37.867,city,23,5/8 - HIDDEN,0,0,1,0,-0.42674049735069275,-11.0,17,3,0,0
1137,37.9,city,23,5/8 - HIDDEN,0,0,1,0,-0.42679211497306824,-11.0,17,3,0,0
1138,37.933,city,23,5/8 - HIDDEN,0,0,1,0,-0.4267948567867279,-11.0,17,3,0,0
1139,37.967,city,23,5/8 - HIDDEN,0,0,1,0,-0.42681655287742615,-11.0,17,3,0,0
1140,38.0,city,23,5/8 - HIDDEN,0,0,1,0,-0.42690351605415344,-11.0,17,3,0,0
1141,38.033,city,23,5/8 - HIDDEN,0,0,1,0,-0.4269062578678131,-11.0,17,3,0,0
1142,38.067,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268437325954437,-11.0,17,3,0,0
1143,38.1,city,23,5/8 - HIDDEN,0,0,1,0,-0.42685869336128235,-11.0,17,3,0,0
1144,38.133,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268709123134613,-11.0,17,3,0,0
1145,38.167,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268845021724701,-11.0,17,3,0,0
1146,38.2,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268858730792999,-11.0,17,3,0,0
1147,38.233,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268845021724701,-11.0,17,3,0,0
1148,38.267,city,23,5/8 - HIDDEN,0,0,1,0,-0.42689672112464905,-11.0,17,3,0,0
1149,38.3,city,23,5/8 - HIDDEN,0,0,1,0,-0.4267948567867279,-11.0,17,3,0,0
1150,38.333,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268016517162323,-11.0,17,3,0,0
1151,38.367,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268043339252472,-11.0,17,3,0,0
1152,38.4,city,23,5/8 - HIDDEN,0,0,1,0,-0.4268192946910858,-11.0,17,3,0,0
1153,38.433,city,23,5/8 - HIDDEN,0,0,1,0,-0.426805704832077,-11.0,17,3,0,0
1154,38.467,city,23,5/8 - HIDDEN,0,0,1,0,-0.42683693766593933,-11.0,17,3,0,0
1155,38.5,city,24,6/8 - INSIDE,0,0,1,0,-0.015071332454681396,-11.0,13,3,17,0
1156,38.533,city,24,6/8 - INSIDE,0,0,1,0,-0.015101253986358643,-11.0,13,3,17,0
1157,38.567,city,24,6/8 - INSIDE,0,0,1,0,-0.015106678009033203,-11.0,13,3,17,0
1158,38.6,city,24,6/8 - INSIDE,0,0,1,0,-0.015143334865570068,-11.0,13,3,17,0
1159,38.633,city,24,6/8 - INSIDE,0,0,1,0,-0.00481414794921875,-11.0,12,2,17,0
1160,38.667,city,24,6/8 - INSIDE,0,0,0,0,0.008454680442810059,-11.0,13,3,17,0
1161,38.7,city,24,6/8 - INSIDE,0,0,0,0,0.03360527753829956,-11.0,12,2,17,0
1162,38.733,city,24,6/8 - INSIDE,0,0,1,0,-0.03082329034805298,-11.0,12,2,17,0
1163,38.767,city,24,6/8 - INSIDE,0,0,1,0,-0.21221628785133362,-11.0,12,2,17,0
1164,38.8,city,24,6/8 - INSIDE,0,0,1,0,-0.32108333706855774,-11.0,15,3,17,0
1165,38.833,city,24,6/8 - INSIDE,0,0,1,0,-0.3885112702846527,-11.0,15,4,10,0
1166,38.867,city,24,6/8 - INSIDE,0,0,1,0,-0.38852623105049133,-11.0,15,4,10,0
1167,38.9,city,24,6/8 - INSIDE,0,0,1,0,-0.3885520398616791,-11.0,15,4,10,0
1168,38.933,city,24,6/8 - INSIDE,0,0,1,0,-0.3886009156703949,-11.0,15,4,10,0
1169,38.967,city,24,6/8 - INSIDE,0,0,1,0,-0.3885873258113861,-11.0,15,4,10,0
1170,39.0,city,24,6/8 - INSIDE,0,0,1,0,-0.38856831192970276,-11.0,15,4,10,0
1171,39.033,city,24,6/8 - INSIDE,0,0,1,0,-0.3886769711971283,-11.0,16,4,11,0
1172,39.067,city,24,6/8 - INSIDE,0,0,1,0,-0.3887747824192047,-11.0,15,4,11,0
1173,39.1,city,24,6/8 - INSIDE,0,0,1,0,-0.3887843191623688,-11.0,15,4,11,0
1174,39.133,city,24,6/8 - INSIDE,0,0,1,0,-0.3152313828468323,-11.0,15,3,16,0
1175,39.167,city,24,6/8 - INSIDE,0,0,1,0,-0.19876277446746826,-11.0,13,3,16,0
1176,39.2,city,24,6/8 - INSIDE,0,0,1,0,-0.002492666244506836,-11.0,13,3,16,0
1177,39.233,city,24,6/8 - INSIDE,0,0,0,0,0.008826851844787598,-11.0,13,3,16,0
1178,39.267,city,24,6/8 - INSIDE,0,0,1,0,-0.0045424699783325195,-11.0,13,3,16,0
1179,39.3,city,24,6/8 - INSIDE,0,0,1,0,-0.0562320351600647,-11.0,13,3,16,0
1180,39.333,city,24,6/8 - INSIDE,0,0,1,0,-0.06957554817199707,-11.0,15,4,18,0
1181,39.367,city,24,6/8 - INSIDE,0,0,1,0,-0.06960815191268921,-11.0,14,4,18,0
1182,39.4,city,24,6/8 - INSIDE,0,0,1,0,-0.06958776712417603,-11.0,13,4,18,0
1183,39.433,city,24,6/8 - INSIDE,0,0,1,0,-0.056203484535217285,-11.0,12,3,18,0
1184,39.467,city,24,6/8 - INSIDE,0,0,1,0,-0.06956875324249268,-11.0,14,4,18,0
1185,39.5,city,24,6/8 - INSIDE,0,0,1,0,-0.06956470012664795,-11.0,13,4,18,0
1186,39.533,city,24,6/8 - INSIDE,0,0,1,0,-0.06958502531051636,-11.0,15,4,18,0
1187,39.567,city,24,6/8 - INSIDE,0,0,1,0,-0.0695456862449646,-11.0,13,4,18,0
1188,39.6,city,24,6/8 - INSIDE,0,0,1,0,-0.06953614950180054,-11.0,14,4,18,0
1189,39.633,city,24,6/8 - INSIDE,0,0,1,0,-0.06941390037536621,-11.0,13,4,18,0
1190,39.667,city,24,6/8 - INSIDE,0,0,1,0,-0.06935006380081177,-11.0,15,4,18,0
